id,name,score1,score2
5373,Student_5373,55,99
5374,Student_5374,84,64
5375,Student_5375,54,70
5376,Student_5376,84,91
5377,Student_5377,59,62
5378,Student_5378,89,59
5379,Student_5379,97,54
5380,Student_5380,76,64
5381,Student_5381,81,69
5382,Student_5382,69,61
5383,Student_5383,51,88
5384,Student_5384,68,60
5385,Student_5385,87,75
5386,Student_5386,99,93
5387,Student_5387,51,93
5388,Student_5388,95,67
5389,Student_5389,55,66
5390,Student_5390,83,74
5391,Student_5391,68,68
5392,Student_5392,60,60
5393,Student_5393,76,57
5394,Student_5394,61,86
5395,Student_5395,96,93
5396,Student_5396,95,52
5397,Student_5397,82,90
5398,Student_5398,56,86
5399,Student_5399,58,57
5400,Student_5400,96,55
5401,Student_5401,100,85
5402,Student_5402,82,56
5403,Student_5403,71,94
5404,Student_5404,69,72
5405,Student_5405,90,50
5406,Student_5406,51,62
5407,Student_5407,78,86
5408,Student_5408,88,78
5409,Student_5409,65,100
5410,Student_5410,85,51
5411,Student_5411,63,94
5412,Student_5412,78,72
5413,Student_5413,72,92
5414,Student_5414,88,69
5415,Student_5415,92,88
5416,Student_5416,52,58
5417,Student_5417,93,67
5418,Student_5418,99,51
5419,Student_5419,92,63
5420,Student_5420,72,60
5421,Student_5421,79,75
5422,Student_5422,92,88
5423,Student_5423,98,96
5424,Student_5424,50,87
5425,Student_5425,53,88
5426,Student_5426,97,80
5427,Student_5427,69,85
5428,Student_5428,78,78
5429,Student_5429,65,81
5430,Student_5430,81,73
5431,Student_5431,89,81
5432,Student_5432,63,80
5433,Student_5433,55,77
5434,Student_5434,54,77
5435,Student_5435,74,67
5436,Student_5436,51,95
5437,Student_5437,98,67
5438,Student_5438,78,83
5439,Student_5439,83,80
5440,Student_5440,86,87
5441,Student_5441,69,69
5442,Student_5442,52,53
5443,Student_5443,74,68
5444,Student_5444,100,66
5445,Student_5445,51,81
5446,Student_5446,83,63
5447,Student_5447,70,87
5448,Student_5448,74,99
5449,Student_5449,58,51
5450,Student_5450,85,78
5451,Student_5451,67,87
5452,Student_5452,82,70
5453,Student_5453,72,82
5454,Student_5454,88,88
5455,Student_5455,83,77
5456,Student_5456,53,85
5457,Student_5457,67,97
5458,Student_5458,81,75
5459,Student_5459,65,95
5460,Student_5460,88,64
5461,Student_5461,66,53
5462,Student_5462,58,61
5463,Student_5463,52,62
5464,Student_5464,96,91
5465,Student_5465,74,97
5466,Student_5466,83,85
5467,Student_5467,92,85
5468,Student_5468,64,76
5469,Student_5469,100,56
5470,Student_5470,81,97
5471,Student_5471,91,86
5472,Student_5472,84,95
5473,Student_5473,68,95
5474,Student_5474,62,86
5475,Student_5475,50,83
5476,Student_5476,67,60
5477,Student_5477,93,74
5478,Student_5478,96,79
5479,Student_5479,86,92
5480,Student_5480,67,70
5481,Student_5481,55,69
5482,Student_5482,67,82
5483,Student_5483,57,96
5484,Student_5484,57,89
5485,Student_5485,76,66
5486,Student_5486,66,65
5487,Student_5487,77,61
5488,Student_5488,92,83
5489,Student_5489,52,79
5490,Student_5490,83,72
5491,Student_5491,83,82
5492,Student_5492,87,76
5493,Student_5493,89,92
5494,Student_5494,68,52
5495,Student_5495,54,96
5496,Student_5496,98,87
5497,Student_5497,97,59
5498,Student_5498,67,80
5499,Student_5499,88,98
5500,Student_5500,50,52
5501,Student_5501,63,85
5502,Student_5502,77,64
5503,Student_5503,52,86
5504,Student_5504,57,93
5505,Student_5505,97,92
5506,Student_5506,99,82
5507,Student_5507,94,67
5508,Student_5508,77,56
5509,Student_5509,54,75
5510,Student_5510,56,57
5511,Student_5511,100,78
5512,Student_5512,100,70
5513,Student_5513,62,61
5514,Student_5514,92,85
5515,Student_5515,75,100
5516,Student_5516,82,57
5517,Student_5517,85,92
5518,Student_5518,75,66
5519,Student_5519,79,60
5520,Student_5520,98,71
5521,Student_5521,61,67
5522,Student_5522,90,66
5523,Student_5523,81,73
5524,Student_5524,68,88
5525,Student_5525,52,98
5526,Student_5526,91,88
5527,Student_5527,95,50
5528,Student_5528,71,77
5529,Student_5529,78,95
5530,Student_5530,59,56
5531,Student_5531,97,60
5532,Student_5532,93,53
5533,Student_5533,92,51
5534,Student_5534,62,79
5535,Student_5535,100,90
5536,Student_5536,60,55
5537,Student_5537,69,81
5538,Student_5538,94,52
5539,Student_5539,75,81
5540,Student_5540,95,89
5541,Student_5541,57,85
5542,Student_5542,86,98
5543,Student_5543,95,92
5544,Student_5544,99,79
5545,Student_5545,62,57
5546,Student_5546,57,78
5547,Student_5547,65,56
5548,Student_5548,93,69
5549,Student_5549,71,51
5550,Student_5550,100,89
5551,Student_5551,97,79
5552,Student_5552,54,87
5553,Student_5553,87,72
5554,Student_5554,66,85
5555,Student_5555,72,74
5556,Student_5556,57,87
5557,Student_5557,88,92
5558,Student_5558,83,71
5559,Student_5559,99,84
5560,Student_5560,77,90
5561,Student_5561,50,88
5562,Student_5562,96,57
5563,Student_5563,62,96
5564,Student_5564,93,69
5565,Student_5565,90,51
5566,Student_5566,57,51
5567,Student_5567,76,51
5568,Student_5568,51,72
5569,Student_5569,86,55
5570,Student_5570,57,96
5571,Student_5571,74,94
5572,Student_5572,83,69
5573,Student_5573,77,61
5574,Student_5574,88,96
5575,Student_5575,65,69
5576,Student_5576,51,80
5577,Student_5577,64,89
5578,Student_5578,99,59
5579,Student_5579,63,92
5580,Student_5580,57,89
5581,Student_5581,91,66
5582,Student_5582,70,60
5583,Student_5583,89,84
5584,Student_5584,67,79
5585,Student_5585,77,89
5586,Student_5586,55,51
5587,Student_5587,88,99
5588,Student_5588,50,70
5589,Student_5589,60,61
5590,Student_5590,97,67
5591,Student_5591,92,78
5592,Student_5592,50,96
5593,Student_5593,82,77
5594,Student_5594,61,53
5595,Student_5595,72,93
5596,Student_5596,66,94
5597,Student_5597,69,63
5598,Student_5598,70,62
5599,Student_5599,52,62
5600,Student_5600,72,51
5601,Student_5601,84,62
5602,Student_5602,73,69
5603,Student_5603,51,88
5604,Student_5604,74,53
5605,Student_5605,71,57
5606,Student_5606,75,82
5607,Student_5607,59,73
5608,Student_5608,52,77
5609,Student_5609,71,75
5610,Student_5610,95,64
5611,Student_5611,81,98
5612,Student_5612,80,85
5613,Student_5613,74,100
5614,Student_5614,70,97
5615,Student_5615,70,66
5616,Student_5616,99,87
5617,Student_5617,84,87
5618,Student_5618,70,89
5619,Student_5619,89,71
5620,Student_5620,96,66
5621,Student_5621,79,98
5622,Student_5622,61,86
5623,Student_5623,76,52
5624,Student_5624,96,52
5625,Student_5625,82,94
5626,Student_5626,80,51
5627,Student_5627,51,51
5628,Student_5628,82,65
5629,Student_5629,53,100
5630,Student_5630,74,100
5631,Student_5631,69,65
5632,Student_5632,62,96
5633,Student_5633,72,96
5634,Student_5634,96,92
5635,Student_5635,53,98
5636,Student_5636,87,93
5637,Student_5637,100,63
5638,Student_5638,73,88
5639,Student_5639,56,70
5640,Student_5640,70,83
5641,Student_5641,87,91
5642,Student_5642,54,91
5643,Student_5643,71,68
5644,Student_5644,73,93
5645,Student_5645,56,53
5646,Student_5646,79,69
5647,Student_5647,85,97
5648,Student_5648,98,91
5649,Student_5649,55,83
5650,Student_5650,64,80
5651,Student_5651,88,85
5652,Student_5652,60,77
5653,Student_5653,86,73
5654,Student_5654,63,69
5655,Student_5655,52,100
5656,Student_5656,66,63
5657,Student_5657,89,58
5658,Student_5658,78,99
5659,Student_5659,84,56
5660,Student_5660,74,85
5661,Student_5661,88,87
5662,Student_5662,92,82
5663,Student_5663,94,50
5664,Student_5664,50,58
5665,Student_5665,76,88
5666,Student_5666,92,100
5667,Student_5667,69,89
5668,Student_5668,84,87
5669,Student_5669,60,55
5670,Student_5670,84,81
5671,Student_5671,99,74
5672,Student_5672,84,56
5673,Student_5673,83,95
5674,Student_5674,70,71
5675,Student_5675,61,89
5676,Student_5676,52,95
5677,Student_5677,86,91
5678,Student_5678,72,75
5679,Student_5679,58,66
5680,Student_5680,51,79
5681,Student_5681,73,60
5682,Student_5682,99,75
5683,Student_5683,60,67
5684,Student_5684,78,95
5685,Student_5685,82,90
5686,Student_5686,95,66
5687,Student_5687,53,62
5688,Student_5688,66,66
5689,Student_5689,83,73
5690,Student_5690,76,71
5691,Student_5691,54,72
5692,Student_5692,77,76
5693,Student_5693,84,54
5694,Student_5694,60,93
5695,Student_5695,93,82
5696,Student_5696,81,56
5697,Student_5697,60,82
5698,Student_5698,74,56
5699,Student_5699,90,91
5700,Student_5700,83,77
5701,Student_5701,54,69
5702,Student_5702,89,97
5703,Student_5703,94,86
5704,Student_5704,78,69
5705,Student_5705,94,84
5706,Student_5706,64,99
5707,Student_5707,71,87
5708,Student_5708,52,87
5709,Student_5709,79,60
5710,Student_5710,85,59
5711,Student_5711,83,64
5712,Student_5712,63,87
5713,Student_5713,60,99
5714,Student_5714,65,64
5715,Student_5715,56,97
5716,Student_5716,65,83
5717,Student_5717,98,91
5718,Student_5718,55,87
5719,Student_5719,92,76
5720,Student_5720,63,73
5721,Student_5721,73,65
5722,Student_5722,74,77
5723,Student_5723,58,64
5724,Student_5724,56,73
5725,Student_5725,56,84
5726,Student_5726,99,79
5727,Student_5727,85,56
5728,Student_5728,99,51
5729,Student_5729,75,79
5730,Student_5730,73,53
5731,Student_5731,57,80
5732,Student_5732,75,77
5733,Student_5733,80,56
5734,Student_5734,95,57
5735,Student_5735,69,54
5736,Student_5736,97,76
5737,Student_5737,90,81
5738,Student_5738,53,97
5739,Student_5739,60,93
5740,Student_5740,89,81
5741,Student_5741,98,57
5742,Student_5742,78,67
5743,Student_5743,75,87
5744,Student_5744,83,78
5745,Student_5745,99,65
5746,Student_5746,59,84
5747,Student_5747,55,85
5748,Student_5748,84,54
5749,Student_5749,63,63
5750,Student_5750,86,75
5751,Student_5751,76,86
5752,Student_5752,74,67
5753,Student_5753,76,59
5754,Student_5754,76,76
5755,Student_5755,58,83
5756,Student_5756,83,100
5757,Student_5757,78,79
5758,Student_5758,54,81
5759,Student_5759,56,59
5760,Student_5760,92,64
5761,Student_5761,68,68
5762,Student_5762,81,74
5763,Student_5763,92,97
5764,Student_5764,73,76
5765,Student_5765,65,66
5766,Student_5766,83,97
5767,Student_5767,90,99
5768,Student_5768,90,65
5769,Student_5769,90,85
5770,Student_5770,88,65
5771,Student_5771,96,89
5772,Student_5772,96,64
5773,Student_5773,84,51
5774,Student_5774,69,61
5775,Student_5775,69,81
5776,Student_5776,55,75
5777,Student_5777,56,58
5778,Student_5778,77,56
5779,Student_5779,98,88
5780,Student_5780,54,92
5781,Student_5781,57,88
5782,Student_5782,63,85
5783,Student_5783,59,68
5784,Student_5784,83,88
5785,Student_5785,71,51
5786,Student_5786,94,80
5787,Student_5787,98,54
5788,Student_5788,84,99
5789,Student_5789,100,86
5790,Student_5790,83,69
5791,Student_5791,73,50
5792,Student_5792,52,58
5793,Student_5793,56,72
5794,Student_5794,58,75
5795,Student_5795,58,67
5796,Student_5796,76,72
5797,Student_5797,68,59
5798,Student_5798,71,53
5799,Student_5799,96,93
5800,Student_5800,92,82
5801,Student_5801,86,85
5802,Student_5802,77,83
5803,Student_5803,65,99
5804,Student_5804,76,83
5805,Student_5805,84,80
5806,Student_5806,81,99
5807,Student_5807,82,72
5808,Student_5808,68,64
5809,Student_5809,51,62
5810,Student_5810,66,55
5811,Student_5811,77,78
5812,Student_5812,87,68
5813,Student_5813,97,54
5814,Student_5814,100,89
5815,Student_5815,85,94
5816,Student_5816,68,61
5817,Student_5817,59,91
5818,Student_5818,67,97
5819,Student_5819,88,75
5820,Student_5820,92,87
5821,Student_5821,68,88
5822,Student_5822,67,82
5823,Student_5823,54,81
5824,Student_5824,53,50
5825,Student_5825,71,58
5826,Student_5826,55,82
5827,Student_5827,68,75
5828,Student_5828,66,92
5829,Student_5829,77,93
5830,Student_5830,90,100
5831,Student_5831,59,64
5832,Student_5832,71,71
5833,Student_5833,58,51
5834,Student_5834,73,59
5835,Student_5835,93,68
5836,Student_5836,73,92
5837,Student_5837,64,80
5838,Student_5838,55,85
5839,Student_5839,82,58
5840,Student_5840,52,54
5841,Student_5841,69,70
5842,Student_5842,58,79
5843,Student_5843,81,53
5844,Student_5844,64,77
5845,Student_5845,70,51
5846,Student_5846,63,56
5847,Student_5847,50,82
5848,Student_5848,99,75
5849,Student_5849,75,73
5850,Student_5850,87,61
5851,Student_5851,64,73
5852,Student_5852,78,52
5853,Student_5853,74,63
5854,Student_5854,73,88
5855,Student_5855,97,96
5856,Student_5856,73,52
5857,Student_5857,85,84
5858,Student_5858,83,91
5859,Student_5859,69,97
5860,Student_5860,80,78
5861,Student_5861,95,86
5862,Student_5862,61,53
5863,Student_5863,53,58
5864,Student_5864,100,60
5865,Student_5865,51,87
5866,Student_5866,91,74
5867,Student_5867,67,53
5868,Student_5868,65,75
5869,Student_5869,96,71
5870,Student_5870,83,64
5871,Student_5871,55,62
5872,Student_5872,73,52
5873,Student_5873,91,76
5874,Student_5874,96,88
5875,Student_5875,68,58
5876,Student_5876,71,69
5877,Student_5877,91,65
5878,Student_5878,66,61
5879,Student_5879,58,64
5880,Student_5880,73,85
5881,Student_5881,61,88
5882,Student_5882,70,69
5883,Student_5883,93,71
5884,Student_5884,68,77
5885,Student_5885,66,62
5886,Student_5886,97,62
5887,Student_5887,82,76
5888,Student_5888,89,85
5889,Student_5889,69,69
5890,Student_5890,75,66
5891,Student_5891,85,94
5892,Student_5892,57,79
5893,Student_5893,91,89
5894,Student_5894,67,70
5895,Student_5895,63,77
5896,Student_5896,70,87
5897,Student_5897,68,86
5898,Student_5898,68,64
5899,Student_5899,54,73
5900,Student_5900,100,70
5901,Student_5901,51,80
5902,Student_5902,58,87
5903,Student_5903,97,69
5904,Student_5904,60,84
5905,Student_5905,79,71
5906,Student_5906,94,77
5907,Student_5907,68,100
5908,Student_5908,64,91
5909,Student_5909,72,50
5910,Student_5910,63,93
5911,Student_5911,93,69
5912,Student_5912,58,58
5913,Student_5913,82,99
5914,Student_5914,64,95
5915,Student_5915,61,99
5916,Student_5916,88,79
5917,Student_5917,63,57
5918,Student_5918,95,88
5919,Student_5919,81,51
5920,Student_5920,97,75
5921,Student_5921,97,73
5922,Student_5922,94,75
5923,Student_5923,75,60
5924,Student_5924,51,75
5925,Student_5925,82,90
5926,Student_5926,52,88
5927,Student_5927,54,55
5928,Student_5928,88,51
5929,Student_5929,75,56
5930,Student_5930,56,52
5931,Student_5931,68,68
5932,Student_5932,100,89
5933,Student_5933,98,60
5934,Student_5934,62,96
5935,Student_5935,67,100
5936,Student_5936,85,82
5937,Student_5937,62,87
5938,Student_5938,79,64
5939,Student_5939,51,100
5940,Student_5940,62,87
5941,Student_5941,55,56
5942,Student_5942,73,83
5943,Student_5943,70,50
5944,Student_5944,92,100
5945,Student_5945,84,87
5946,Student_5946,95,99
5947,Student_5947,78,59
5948,Student_5948,89,63
5949,Student_5949,55,92
5950,Student_5950,60,81
5951,Student_5951,71,61
5952,Student_5952,61,68
5953,Student_5953,78,79
5954,Student_5954,100,62
5955,Student_5955,73,100
5956,Student_5956,71,59
5957,Student_5957,70,51
5958,Student_5958,93,90
5959,Student_5959,50,53
5960,Student_5960,53,83
5961,Student_5961,86,100
5962,Student_5962,89,54
5963,Student_5963,70,69
5964,Student_5964,90,55
5965,Student_5965,70,96
5966,Student_5966,55,56
5967,Student_5967,64,89
5968,Student_5968,91,83
5969,Student_5969,96,61
5970,Student_5970,51,84
5971,Student_5971,78,64
5972,Student_5972,71,86
5973,Student_5973,74,75
5974,Student_5974,95,52
5975,Student_5975,80,68
5976,Student_5976,81,58
5977,Student_5977,93,54
5978,Student_5978,66,75
5979,Student_5979,94,87
5980,Student_5980,80,57
5981,Student_5981,61,76
5982,Student_5982,94,61
5983,Student_5983,69,74
5984,Student_5984,80,97
5985,Student_5985,90,88
5986,Student_5986,83,64
5987,Student_5987,93,61
5988,Student_5988,90,79
5989,Student_5989,58,100
5990,Student_5990,87,75
5991,Student_5991,82,79
5992,Student_5992,68,75
5993,Student_5993,53,97
5994,Student_5994,52,95
5995,Student_5995,52,72
5996,Student_5996,73,75
5997,Student_5997,79,89
5998,Student_5998,73,99
5999,Student_5999,86,57
6000,Student_6000,70,82
6001,Student_6001,94,90
6002,Student_6002,51,97
6003,Student_6003,64,58
6004,Student_6004,77,50
6005,Student_6005,98,71
6006,Student_6006,66,95
6007,Student_6007,55,66
6008,Student_6008,63,69
6009,Student_6009,78,86
6010,Student_6010,62,61
6011,Student_6011,98,100
6012,Student_6012,50,96
6013,Student_6013,81,92
6014,Student_6014,95,67
6015,Student_6015,63,81
6016,Student_6016,84,80
6017,Student_6017,76,51
6018,Student_6018,51,91
6019,Student_6019,75,96
6020,Student_6020,54,53
6021,Student_6021,78,70
6022,Student_6022,69,71
6023,Student_6023,92,89
6024,Student_6024,70,53
6025,Student_6025,82,91
6026,Student_6026,57,85
6027,Student_6027,73,92
6028,Student_6028,64,66
6029,Student_6029,58,97
6030,Student_6030,66,95
6031,Student_6031,92,81
6032,Student_6032,53,59
6033,Student_6033,65,84
6034,Student_6034,94,76
6035,Student_6035,78,68
6036,Student_6036,78,89
6037,Student_6037,62,73
6038,Student_6038,97,66
6039,Student_6039,70,91
6040,Student_6040,55,85
6041,Student_6041,50,60
6042,Student_6042,67,84
6043,Student_6043,58,70
6044,Student_6044,82,83
6045,Student_6045,61,69
6046,Student_6046,71,53
6047,Student_6047,60,77
6048,Student_6048,86,53
6049,Student_6049,90,53
6050,Student_6050,57,84
6051,Student_6051,98,91
6052,Student_6052,77,61
6053,Student_6053,50,98
6054,Student_6054,94,51
6055,Student_6055,52,92
6056,Student_6056,95,69
6057,Student_6057,60,91
6058,Student_6058,77,70
6059,Student_6059,90,63
6060,Student_6060,83,89
6061,Student_6061,50,93
6062,Student_6062,74,76
6063,Student_6063,91,97
6064,Student_6064,84,95
6065,Student_6065,71,97
6066,Student_6066,94,65
6067,Student_6067,55,69
6068,Student_6068,58,97
6069,Student_6069,94,85
6070,Student_6070,93,52
6071,Student_6071,100,56
6072,Student_6072,80,94
6073,Student_6073,70,68
6074,Student_6074,100,89
6075,Student_6075,84,80
6076,Student_6076,56,82
6077,Student_6077,70,77
6078,Student_6078,91,67
6079,Student_6079,81,71
6080,Student_6080,51,77
6081,Student_6081,54,51
6082,Student_6082,73,52
6083,Student_6083,90,100
6084,Student_6084,62,79
6085,Student_6085,87,95
6086,Student_6086,85,53
6087,Student_6087,77,66
6088,Student_6088,71,97
6089,Student_6089,76,66
6090,Student_6090,52,62
6091,Student_6091,86,52
6092,Student_6092,87,63
6093,Student_6093,93,81
6094,Student_6094,64,82
6095,Student_6095,61,88
6096,Student_6096,72,76
6097,Student_6097,78,72
6098,Student_6098,79,76
6099,Student_6099,96,81
6100,Student_6100,76,67
6101,Student_6101,83,51
6102,Student_6102,95,80
6103,Student_6103,55,77
6104,Student_6104,56,59
6105,Student_6105,72,83
6106,Student_6106,50,66
6107,Student_6107,62,88
6108,Student_6108,58,92
6109,Student_6109,58,66
6110,Student_6110,84,65
6111,Student_6111,82,66
6112,Student_6112,77,93
6113,Student_6113,64,70
6114,Student_6114,68,66
6115,Student_6115,82,78
6116,Student_6116,77,69
6117,Student_6117,61,71
6118,Student_6118,50,80
6119,Student_6119,97,71
6120,Student_6120,87,82
6121,Student_6121,58,72
6122,Student_6122,62,53
6123,Student_6123,50,68
6124,Student_6124,75,99
6125,Student_6125,73,100
6126,Student_6126,75,80
6127,Student_6127,60,91
6128,Student_6128,96,79
6129,Student_6129,75,74
6130,Student_6130,95,66
6131,Student_6131,59,84
6132,Student_6132,74,86
6133,Student_6133,89,85
6134,Student_6134,81,99
6135,Student_6135,84,76
6136,Student_6136,59,55
6137,Student_6137,63,97
6138,Student_6138,98,99
6139,Student_6139,69,54
6140,Student_6140,83,88
6141,Student_6141,83,59
6142,Student_6142,92,92
6143,Student_6143,97,51
6144,Student_6144,67,82
6145,Student_6145,96,89
6146,Student_6146,56,74
6147,Student_6147,61,84
6148,Student_6148,59,77
6149,Student_6149,59,74
6150,Student_6150,97,88
6151,Student_6151,54,88
6152,Student_6152,68,53
6153,Student_6153,79,71
6154,Student_6154,97,92
6155,Student_6155,76,96
6156,Student_6156,98,64
6157,Student_6157,93,78
6158,Student_6158,85,62
6159,Student_6159,85,96
6160,Student_6160,95,54
6161,Student_6161,68,72
6162,Student_6162,84,52
6163,Student_6163,85,51
6164,Student_6164,54,92
6165,Student_6165,95,57
6166,Student_6166,87,87
6167,Student_6167,79,90
6168,Student_6168,94,67
6169,Student_6169,64,65
6170,Student_6170,92,53
6171,Student_6171,96,83
6172,Student_6172,61,57
6173,Student_6173,64,52
6174,Student_6174,88,93
6175,Student_6175,86,67
6176,Student_6176,94,95
6177,Student_6177,70,90
6178,Student_6178,62,97
6179,Student_6179,61,92
6180,Student_6180,62,63
6181,Student_6181,59,65
6182,Student_6182,53,80
6183,Student_6183,84,74
6184,Student_6184,77,97
6185,Student_6185,85,82
6186,Student_6186,97,95
6187,Student_6187,68,62
6188,Student_6188,87,71
6189,Student_6189,86,53
6190,Student_6190,74,80
6191,Student_6191,72,97
6192,Student_6192,60,93
6193,Student_6193,59,87
6194,Student_6194,97,60
6195,Student_6195,86,69
6196,Student_6196,68,93
6197,Student_6197,57,92
6198,Student_6198,85,62
6199,Student_6199,92,62
6200,Student_6200,85,76
6201,Student_6201,100,92
6202,Student_6202,65,88
6203,Student_6203,77,60
6204,Student_6204,80,81
6205,Student_6205,89,61
6206,Student_6206,57,57
6207,Student_6207,53,64
6208,Student_6208,60,51
6209,Student_6209,59,66
6210,Student_6210,74,74
6211,Student_6211,94,58
6212,Student_6212,64,63
6213,Student_6213,72,73
6214,Student_6214,97,63
6215,Student_6215,59,83
6216,Student_6216,91,77
6217,Student_6217,79,90
6218,Student_6218,51,64
6219,Student_6219,82,98
6220,Student_6220,61,59
6221,Student_6221,99,68
6222,Student_6222,67,99
6223,Student_6223,55,63
6224,Student_6224,50,88
6225,Student_6225,85,57
6226,Student_6226,93,89
6227,Student_6227,56,66
6228,Student_6228,96,54
6229,Student_6229,86,73
6230,Student_6230,51,67
6231,Student_6231,70,98
6232,Student_6232,59,89
6233,Student_6233,91,99
6234,Student_6234,56,76
6235,Student_6235,94,83
6236,Student_6236,95,98
6237,Student_6237,83,89
6238,Student_6238,93,89
6239,Student_6239,70,52
6240,Student_6240,73,88
6241,Student_6241,75,70
6242,Student_6242,69,96
6243,Student_6243,57,97
6244,Student_6244,80,56
6245,Student_6245,53,85
6246,Student_6246,97,55
6247,Student_6247,63,73
6248,Student_6248,100,69
6249,Student_6249,59,67
6250,Student_6250,63,85
6251,Student_6251,61,78
6252,Student_6252,65,73
6253,Student_6253,83,98
6254,Student_6254,81,84
6255,Student_6255,96,85
6256,Student_6256,90,82
6257,Student_6257,70,52
6258,Student_6258,56,71
6259,Student_6259,81,82
6260,Student_6260,59,79
6261,Student_6261,63,53
6262,Student_6262,84,75
6263,Student_6263,77,85
6264,Student_6264,71,55
6265,Student_6265,53,79
6266,Student_6266,89,62
6267,Student_6267,99,90
6268,Student_6268,56,98
6269,Student_6269,68,79
6270,Student_6270,53,50
6271,Student_6271,71,99
6272,Student_6272,90,71
6273,Student_6273,76,95
6274,Student_6274,100,89
6275,Student_6275,72,54
6276,Student_6276,68,56
6277,Student_6277,91,94
6278,Student_6278,55,65
6279,Student_6279,91,94
6280,Student_6280,59,98
6281,Student_6281,100,53
6282,Student_6282,86,67
6283,Student_6283,60,90
6284,Student_6284,68,66
6285,Student_6285,65,74
6286,Student_6286,85,77
6287,Student_6287,85,76
6288,Student_6288,66,58
6289,Student_6289,84,99
6290,Student_6290,80,53
6291,Student_6291,88,86
6292,Student_6292,86,57
6293,Student_6293,51,57
6294,Student_6294,74,59
6295,Student_6295,80,69
6296,Student_6296,74,85
6297,Student_6297,95,58
6298,Student_6298,100,71
6299,Student_6299,99,95
6300,Student_6300,87,64
6301,Student_6301,63,77
6302,Student_6302,95,72
6303,Student_6303,86,91
6304,Student_6304,62,58
6305,Student_6305,85,87
6306,Student_6306,75,92
6307,Student_6307,74,75
6308,Student_6308,72,99
6309,Student_6309,100,57
6310,Student_6310,56,97
6311,Student_6311,68,98
6312,Student_6312,68,72
6313,Student_6313,91,80
6314,Student_6314,70,97
6315,Student_6315,97,69
6316,Student_6316,71,77
6317,Student_6317,70,99
6318,Student_6318,90,85
6319,Student_6319,51,98
6320,Student_6320,83,74
6321,Student_6321,94,76
6322,Student_6322,72,74
6323,Student_6323,52,87
6324,Student_6324,62,92
6325,Student_6325,73,98
6326,Student_6326,99,60
6327,Student_6327,92,77
6328,Student_6328,85,83
6329,Student_6329,94,62
6330,Student_6330,74,87
6331,Student_6331,85,96
6332,Student_6332,81,80
6333,Student_6333,94,54
6334,Student_6334,50,81
6335,Student_6335,94,52
6336,Student_6336,87,96
6337,Student_6337,79,72
6338,Student_6338,50,91
6339,Student_6339,60,75
6340,Student_6340,50,79
6341,Student_6341,91,71
6342,Student_6342,92,84
6343,Student_6343,89,52
6344,Student_6344,65,63
6345,Student_6345,83,60
6346,Student_6346,78,54
6347,Student_6347,76,98
6348,Student_6348,82,61
6349,Student_6349,68,100
6350,Student_6350,95,62
6351,Student_6351,84,94
6352,Student_6352,64,99
6353,Student_6353,51,84
6354,Student_6354,75,61
6355,Student_6355,89,90
6356,Student_6356,68,58
6357,Student_6357,57,55
6358,Student_6358,72,87
6359,Student_6359,71,77
6360,Student_6360,95,60
6361,Student_6361,54,95
6362,Student_6362,67,91
6363,Student_6363,77,95
6364,Student_6364,50,83
6365,Student_6365,51,59
6366,Student_6366,94,69
6367,Student_6367,88,94
6368,Student_6368,97,94
6369,Student_6369,92,82
6370,Student_6370,68,98
6371,Student_6371,72,61
6372,Student_6372,98,98
6373,Student_6373,85,51
6374,Student_6374,67,91
6375,Student_6375,100,58
6376,Student_6376,92,54
6377,Student_6377,79,57
6378,Student_6378,72,79
6379,Student_6379,86,78
6380,Student_6380,55,63
6381,Student_6381,75,93
6382,Student_6382,98,81
6383,Student_6383,69,62
6384,Student_6384,92,75
6385,Student_6385,78,63
6386,Student_6386,63,64
6387,Student_6387,87,92
6388,Student_6388,54,62
6389,Student_6389,76,54
6390,Student_6390,52,53
6391,Student_6391,53,73
6392,Student_6392,93,79
6393,Student_6393,53,62
6394,Student_6394,57,100
6395,Student_6395,87,65
6396,Student_6396,52,75
6397,Student_6397,68,76
6398,Student_6398,73,76
6399,Student_6399,69,95
6400,Student_6400,97,92
6401,Student_6401,84,50
6402,Student_6402,59,62
6403,Student_6403,84,92
6404,Student_6404,57,63
6405,Student_6405,82,80
6406,Student_6406,98,74
6407,Student_6407,82,63
6408,Student_6408,62,91
6409,Student_6409,81,95
6410,Student_6410,68,62
6411,Student_6411,68,91
6412,Student_6412,99,68
6413,Student_6413,78,81
6414,Student_6414,99,57
6415,Student_6415,60,65
6416,Student_6416,61,54
6417,Student_6417,77,97
6418,Student_6418,63,98
6419,Student_6419,70,71
6420,Student_6420,63,80
6421,Student_6421,65,69
6422,Student_6422,64,53
6423,Student_6423,100,82
6424,Student_6424,95,56
6425,Student_6425,68,52
6426,Student_6426,64,77
6427,Student_6427,67,100
6428,Student_6428,65,60
6429,Student_6429,81,73
6430,Student_6430,91,75
6431,Student_6431,62,78
6432,Student_6432,65,69
6433,Student_6433,50,68
6434,Student_6434,50,55
6435,Student_6435,96,53
6436,Student_6436,64,91
6437,Student_6437,78,70
6438,Student_6438,82,52
6439,Student_6439,53,84
6440,Student_6440,78,65
6441,Student_6441,85,76
6442,Student_6442,83,70
6443,Student_6443,64,99
6444,Student_6444,99,52
6445,Student_6445,71,91
6446,Student_6446,72,53
6447,Student_6447,70,63
6448,Student_6448,76,73
